512694	102833
598497	116980
865920	254090
187983	75643
694486	16849
254319	28852
165300	162662
162030	134682
170773	202974
290836	251261
259028	189869
545820	75047
149039	208960
412753	21059
685575	240344
428044	147253
526770	274561
277706	124137
420225	268346
573086	207820
297073	21264
841941	253859
423195	170885
466799	18832
24076	6619
494820	84172
389053	132248
956288	8482
37760	115377
123080	247028
216636	127031
650497	71874
865325	208063
483107	174485
23694	72498
196058	49443
14209	140128
4822	297269
88451	174993
39207	194248
693283	158312
865713	99122
720816	90781
451371	36430
526420	181211
74036	236644
833596	241274
751307	216299
964098	234941
906914	181782
871977	249620
60311	176147
297217	192993
748547	101199
79900	101238
863493	31850
610210	50562
722278	110757
981013	99680
163971	112372
389289	240901
919909	272934
939388	105857
919838	231839
363547	40243
970229	264275
770276	84346
128475	122333
987320	83430
166343	177224
775561	32556
85489	51994
280961	85846
738765	195820
803690	90060
704342	180953
136133	238621
693756	207357
183934	115641
544304	299838
496584	114202
793767	99091
812994	290465
588198	43710
951059	121462
321650	41945
353088	289808
683160	155575
978875	114092
127742	117813
77804	149053
764189	39313
286583	209188
483072	218544
967120	52480
742345	138784
68323	209013
911900	131956
620907	249169
903985	159927
172801	139676
968987	11458
902519	195820
921145	196115
461396	152253
839643	156894
117330	151030
774074	144967
327868	36427
665617	253486
490729	251764
831717	216980
986221	290405
931771	241271
572809	27056
808343	96799
722006	113770
938624	73878
803899	16192
230147	258736
329135	224551
318775	121593
510079	142755
966807	285517
591519	270716
544405	151225
879039	135245
774678	19068
34224	69114
850867	107607
521876	45930
153687	240146
438127	132946
240475	111140
734086	269910
432303	107905
176551	111140
280961	293203
978917	116471
569258	92439
447419	142041
76005	167388
324030	205191
788042	269264
367878	123100
991168	139561
957741	17251
468742	139485
620912	6667
148230	117870
421509	137087
14562	54487
850867	171593
999330	112834
496768	186906
270011	261814
7517	38058
367585	201176
145588	123152
572564	283898
606750	192115
717219	53733
4494	176949
113091	227784
278903	69386
378019	269264
381643	276925
523956	296794
225258	104159
340852	260039
16223	172508
693756	24582
49745	46597
594457	211336
93898	261229
790775	227112
338771	41102
441217	56602
611891	159479
951349	268975
723770	7373
346774	276263
592576	256798
438193	4224
405336	163027
765708	294216
191517	122846
570613	287099
435598	189227
333257	208960
211699	166685
339540	296909
788702	32592
351427	64041
910073	54215
388719	294741
363263	283262
605906	267284
794568	143396
949760	170819
276808	122100
6890	122330
668083	155575
137064	118728
297857	251321
448963	65178
61682	203101
913607	274935
514645	197465
344103	46267
773682	235764
822254	181354
600117	41760
680709	196951
501957	138321
502018	274935
447920	28713
758394	282439
119680	222921
361300	65178
150567	137944
816730	264275
855610	46267
87718	274935
99500	288878
127753	125042
85561	196951
164571	274561
210507	58378
597899	294490
439471	247686
860745	55201
802378	197129
999803	25416
774074	168140
786436	227226
678847	284742
479392	186354
260038	5422
96080	166336
117893	157823
65139	201374
703573	151375
128390	107658
184490	170759
429486	246064
336084	210340
391189	202974
116550	145725
127641	298451
404011	21342
633912	12646
150889	145868
367878	212261
336583	135455
311281	53032
995695	289732
982630	271010
494147	104533
748056	56501
86560	121858
616111	189869
940735	92441
144243	62647
579139	72498
134934	155776
102550	288313
99861	280487
283839	295506
206477	206685
36847	36363
54528	271016
551806	68799
789373	165987
679810	106051
285591	243654
397202	290224
255998	209351
181028	259235
821816	147107
473962	235355
691253	152143
63172	40459
105165	17055
185087	150754
581579	166967
965991	105139
166912	122270
169251	49669
993306	219375
77590	113631
717741	166214
77778	242732
897406	242545
272150	266992
224774	122330
186890	275337
87741	172415
678043	297259
30564	196496
856936	289221
741791	157975
528211	135640
447642	168917
698525	57363
533893	107851
524558	236621
637836	54796
1892	48093
829181	112664
299897	90290
248757	142244
138790	112015
955959	12744
907433	141324
46717	168301
911197	196115
72877	31401
99634	182473
659109	51994
305279	64858
692139	171644
617884	117395
26805	25265
136904	28852
297919	187896
77590	160254
654493	130636
567568	3890
400100	109064
674912	277778
92427	206345
255821	142727
21924	55880
881276	36865
743967	40175
720260	130019
320606	65178
144307	184326
716095	281949
520596	144558
972446	54509
532968	465
808561	27802
913324	72520
762176	26229
183981	181782
279200	280023
114037	203521
607547	208034
499306	188677
113328	259296
7774	170134
813650	1304
740559	189836
945087	66220
796919	272480
195054	212481
430704	164142
235317	34990
756331	63064
671664	253650
253114	296052
926120	150085
2481	40243
530390	88170
744396	123682
529989	299011
896851	67910
897406	205443
948274	55586
87741	249473
95939	159287
872126	236815
389289	127141
817652	17412
349791	10631
807695	273063
464569	279356
755106	296085
435188	154412
389784	31761
529989	198667
597339	112770
119898	117269
777291	82916
935132	5686
545981	138566
355092	142244
966563	231849
571494	69386
576407	75658
874416	261189
766891	273909
847065	75643
428227	208034
74101	101588
860640	24254
88680	286567
16281	15471
923097	166013
990408	216648
363263	276252
165912	269314
731307	12743
76399	23083
939060	273917
237527	235588
340250	161326
656934	283952
541105	210667
615044	149245
845358	96829
766348	14384
867128	297335
866851	203962
987242	238384
654284	257585
307589	92281
954749	149053
20225	143442
731307	194428
43623	96879
954964	109534
25213	152631
423397	941
817012	264715
264933	206195
360426	236621
298743	9471
466705	163706
765802	288810
909788	7923
616493	38550
474995	93727
569289	238209
534321	156338
2463	218198
902305	72261
211002	240607
99605	183767
681629	238705
707820	177005
818542	192215
555314	30983
945058	26059
229891	115080
215747	80241
397550	185507
1270	25340
526032	295405
487340	63605
153222	293072
723770	167678
764740	72354
577553	96122
317637	196873
354689	194755
166188	114612
256115	101996
51783	225652
330776	72322
37264	293705
928701	34624
654182	299884
993925	138865
84685	184326
166716	12931
629030	52661
895676	38565
329027	172196
280059	30138
357822	203789
400206	231667
564528	48093
26130	124557
946333	111831
398051	18651
536806	246282
109082	284984
936089	76760
523903	151764
419299	180953
526993	87112
518390	251197
852000	131956
531285	80097
214606	97921
232318	251764
24298	35709
817198	49082
35013	239484
500491	206897
755095	204917
251712	93889
533957	287469
340278	77438
548731	241274
596704	279732
755575	43274
307054	194841
750086	27802
245912	2897
588348	1304
430537	203637
185012	43347
654695	193252
632409	16028
381737	99990
270227	127550
849058	240419
594768	270716
569106	156862
848942	179221
38300	95750
168252	42779
233859	257095
402325	5951
962167	248733
463311	170250
240393	189766
78374	88176
214410	67139
21924	71874
847337	176949
358726	112372
170655	247209
843138	12522
629030	250750
530585	218811
582295	226203
715070	264575
744514	102303
13405	5612
626423	261229
415367	56054
527824	264715
766547	44453
990331	127550
474066	207453
826921	221464
955959	105695
85365	257585
537144	36078
10623	227324
914420	7245
245659	249473
13379	3588
373736	132901
469160	125783
809836	50835
520160	262054
745397	130114
267531	123747
569467	272926
804616	210531
865219	170166
666604	103326
803211	19567
118124	111795
656257	279915
654493	222448
578718	22875
129674	165624
934844	49905
311882	219359
705864	179221
81771	58195
433605	225751
740559	127141
33135	191126
722535	211261
819460	67139
240118	57576
309836	11966
359691	143947
421712	178915
359393	86813
923434	259191
185214	193618
484866	221110
863493	218652
806355	197462
956841	76021
498025	137649
2427	110880
247468	49722
93006	168006
342858	211167
252582	94754
545981	138633
143365	107998
897153	81679
171882	53032
734653	5960
649023	261814
422696	81403
31200	128210
26878	122437
980286	92441
368440	153540
952251	221946
979716	210531
923434	187163
52446	194085
40603	211826
738226	217508
802891	109811
888143	80538
808343	137936
866982	107998
954916	98983
461	113631
846976	124511
232420	73243
989313	54293
13198	80241
941289	69386
38300	290150
40161	95189
713581	244706
558233	198667
659120	38625
425093	56938
866661	4865
281679	251608
728186	103260
145402	73359
361737	134910
894401	227087
464666	225873
204853	69030
659937	123152
140447	282937
361300	713
438044	69652
245803	19814
425645	219113
447642	168917
283662	46267
499647	183749
915674	9915
13762	213934
688128	181273
719890	224447
99634	72322
352068	105319
305482	222683
119610	117698
504783	81449
312666	166313
964568	37382
434670	183767
901949	204638
588222	77552
271166	213019
466799	290026
643247	152779
751905	40786
437736	40975
465133	159145
250943	109653
329925	180592
68021	207587
577233	155686
946804	16537
98855	250957
296324	43274
935716	190150
978917	140634
986917	211123
257512	26350
626423	270821
183934	11675
932201	132642
329925	105527
804570	104159
218136	77172
676124	285695
372561	56381
830742	86054
769649	117870
250669	107262
91427	94247
654493	167992
380395	150677
990408	268873
565926	157303
510622	56602
997645	132642
932182	153325
752298	178928
532413	3890
126716	171307
211807	162439
674142	257914
574959	246729
672741	219098
302980	172824
17573	265515
687343	33204
343554	17251
932201	240737
95939	96883
68752	27802
843504	98282
334298	183668
219969	26229
427642	56956
995695	34396
226164	250673
448474	237053
301209	145380
699274	280023
707480	251817
36349	595
738838	89875
116273	107607
772083	60341
430188	196496
699161	151018
838016	32236
939388	139165
994891	123754
789499	258593
135793	197780
60568	272926
677773	273977
119189	223235
989414	180508
351102	133248
867994	144509
260473	90781
199526	110424
324072	32665
561705	217917
87681	288313
209075	201815
555578	105512
833598	43233
865784	4902
219670	82852
289329	14461
230269	211261
776007	77111
703573	76917
252493	192215
17121	34301
959551	103260
713620	6777
756698	165217
745796	120477
862293	80567
184037	28366
776140	294610
300354	146447
219590	276252
981641	14945
962979	192016
297217	22927
8698	11625
168243	25416
839472	205638
882682	2033
240658	99091
130874	100839
279718	278714
805791	63453
104639	941
671465	232607
747169	29930
780984	63605
982630	218258
190408	3588
694540	172824
544057	3609
233859	176451
22854	111367
945757	215004
975795	46414
897411	61233
19761	93240
404410	106618
460893	92294
850328	196243
43623	43274
488411	169777
908967	109039
360476	177882
806101	42063
346635	38033
139887	143270
761236	160671
355715	223139
751905	182297
42673	194463
897520	247478
381537	123226
135260	275902
433617	245990
451635	20914
441217	75658
490729	120451
495993	223142
888560	292345
250602	229533
674894	99509
838496	13871
800962	119075
853979	64840
176987	64204
542444	280603
71862	109721
262262	297837
811920	105895
501570	122100
134168	22904
815297	126884
803608	233882
557477	16849
17968	286656
401494	40926
805430	66272
626612	198995
659120	59465
711611	227305
540421	39313
841540	252060
219432	156137
543565	95654
99500	107327
641441	3890
707874	298940
756784	206897
74036	37176
980997	168796
298268	284477
505804	209523
600771	88694
134224	206382
265741	32576
679935	74541
624085	16174
282949	122340
424528	12008
518007	199946
671368	212524
586391	15350
554836	104201
967120	56776
877444	19814
416924	204917
83397	173217
904669	11675
120828	8630
161541	172488
408834	102878
2417	105527
484872	45602
882087	168140
960048	171176
476561	71874
341821	214320
732301	293620
181016	221612
141665	240287
36532	112685
932199	164672
79825	206897
647016	91828
573522	11128
444795	240802
165635	249169
409585	257670
773048	65178
924375	95955
955218	151831
328747	15270
163279	188332
323910	146182
584736	76917
27968	45602
707012	180592
674701	298246
149706	166069
144316	210577
830442	141901
295962	80316
485909	94558
5223	223947
815141	195857
150723	246729
125335	197780
974310	201068
750086	50485
850867	24772
60568	209875
946088	162271
844670	139696
283662	138025
562055	47684
911197	53784
818359	98282
402788	130850
62820	70666
208060	12144
992097	286567
77810	41424
752277	89656
162883	182697
379201	103239
143181	227408
821569	213019
517101	175876
194885	69197
30188	18651
661190	174664
834047	93804
408892	93029
588874	180220
530712	93727
609008	51016
279200	257683
310274	41271
924375	113246
720678	66057
525491	84214
208197	60041
676057	259695
330912	261668
179179	58289
398385	222448
672630	77111
439853	290490
748056	128930
370350	52128
131697	54301
814718	35879
366975	293072
757563	84201
825704	274968
866661	116568
298327	289732
421509	249449
509461	36430
861251	57378
75011	81449
423786	204978
43032	105139
897694	29797
12932	13705
133550	261668
548389	237929
341243	175543
559205	183921
268904	84409
100746	140691
250633	59349
248757	176608
19715	167828
433617	221230
66665	36865
292598	111500
44851	70775
57569	10283
935132	183921
447934	81562
353229	166573
136376	238695
546155	249871
633912	133153
720156	190426
930526	90462
421526	101105
947100	181172
435168	34402
323848	129319
444957	273674
429366	281689
235997	223947
502933	81837
728186	123788
667455	23680
360386	78475
806101	142320
453333	54813
453374	116628
293210	87522
838028	51048
788192	219480
906403	145832
273994	101191
911703	281237
571949	56412
470553	232982
149220	16441
110790	267251
38474	237870
710700	61628
676102	254012
923857	295215
986221	120477
196431	85457
819460	88035
626928	99506
429432	76238
421390	101637
194035	150839
891542	163343
747536	35299
252972	212513
116362	140496
363547	24778
699855	18832
126818	227711
339579	77097
952251	81367
472973	283232
632010	172019
169232	221464
277208	160254
857070	295856
880265	5951
383629	157245
926120	12392
263146	77671
828298	58892
582295	227408
432118	63316
331856	120250
828238	2510
354164	189373
118239	267284
536563	38392
579768	149964
149220	122846
563286	174993
518670	199185
431009	213006
684679	48839
501812	281067
99500	299838
197217	157961
538800	166313
301060	121515
510468	283904
403674	293914
465371	242605
606718	194930
327332	110202
57228	257197
497785	237070
390539	206826
17851	61257
604279	285678
965382	60459
435188	111489
573865	8724
210947	188763
704563	290490
391164	139953
82170	194464
825252	8961
815141	199651
140033	269163
791670	16855
645636	117269
727451	65371
918452	253796
473962	158617
993927	217460
728195	155563
296585	277314
247337	136485
364847	62913
972675	164645
740668	110711
544687	28422
484722	52128
275739	246064
818076	14658
629070	277255
558343	136485
305905	6043
845083	101238
980737	282780
207601	121593
798349	280991
954916	135230
462378	254421
648719	30309
673953	281887
699855	81403
872168	116009
887773	81562
885662	124169
702846	75643
515121	134904
307692	168917
401494	8087
721884	21643
792549	199915
303924	191126
519586	264689
351969	87728
149699	153911
185623	92231
556884	35614
828298	208967
106195	254628
898442	152283
674101	126306
970229	42319
725830	21262
836467	156962
712051	249100
981838	292024
631523	90957
198169	8596
758642	265199
398785	138425
548457	184722
260795	206885
359476	159174
429515	161043
307368	45746
180721	237463
839420	264715
900576	64858
465417	167116
252582	56602
818494	239769
696047	106086
60311	139489
494842	117974
475649	143425
454354	191271
607099	198667
316226	73227
197506	292672
24729	70122
207821	54301
546622	189458
185585	82450
953009	130427
990331	133972
295646	2510
888224	1401
430328	108208
397281	208806
214661	29737
531777	33282
465133	173799
222299	56858
30104	179359
515871	112809
495271	196243
794379	93240
145099	149751
132096	170052
557041	62908
53834	106819
922730	28538
449250	207477
520154	31401
466791	270111
958274	142779
960874	26133
231782	250750
327332	11931
318773	121462
736603	235571
714861	198761
383227	109721
934216	68058
230130	139561
766328	239916
633784	13112
978917	19635
828062	203674
582289	75066
644927	150985
941853	144779
981641	44192
375030	206954
467254	167954
30564	104533
362855	44854
212299	230032
747742	123300
359393	8099
886442	151764
435649	240802
496544	14482
22162	93055
2632	78515
269551	22904
50137	180120
261830	98105
936505	194264
573773	17740
879955	134858
532413	284972
94613	28108
34023	283106
136376	57083
75305	198614
454060	266787
172884	181595
839681	232456
773022	21262
797176	228414
738087	148562
828062	265383
178811	121462
484481	116441
733001	79623
697546	82869
597666	147602
637127	253455
530525	272211
919875	9602
355448	285517
777833	233720
866386	205443
245027	270531
460455	36430
781233	96829
272150	201851
633285	26938
878317	233420
449124	235355
102597	293265
673251	65605
390831	49669
247018	166960
484838	281047
837183	71079
132971	112428
242740	32335
34393	297342
237763	90299
652623	170134
57569	117069
367585	209188
14562	43637
71862	285678
656612	171659
46365	108043
414254	67671
474759	214320
983710	292345
22060	29010
681914	285212
19801	86340
838384	41271
804616	116568
455501	6153
756331	248098
368566	248202
81030	242849
218268	191723
632831	240901
679935	74541
269613	128400
222976	41746
776007	195579
709379	242545
922267	278795
540421	74506
898509	122019
84098	283705
368181	43233
795259	282641
659943	168444
213985	107785
615650	171491
372664	220123
12927	77671
484872	80196
546075	293203
674701	220173
80536	77979
140561	216980
573773	191824
889793	26377
763962	149885
670193	60341
674912	283232
585974	228605
127421	252921
366975	118854
165607	160264
330912	238999
2101	174658
911319	245424
430704	176147
455501	116810
648612	111948
645534	40175
288922	181609
734086	138970
249130	95581
645695	227195
118124	138287
471502	283183
853890	120477
961969	235588
677822	111531
133783	158937
893103	89308
648719	43710
346978	204332
98851	62158
165442	291195
425884	299558
168252	10283
821253	57024
822212	282485
72242	78803
735781	153325
160522	158312
496845	172666
471562	160655
661615	181273
880498	135507
266738	111325
805791	129513
749174	8203
138195	255191
621774	91828
109170	261782
367287	299884
580629	131959
216371	2539
628112	7923
818353	46846
95366	142310
183981	249620
916681	236760
803275	226292
488855	162819
866851	162662
639320	160080
845083	187074
195329	89891
144770	165217
800996	84723
830135	154662
999803	163086
588198	43538
444318	73845
358726	74692
181661	248415
244429	142173
104413	176782
471940	38323
880543	107998
837887	243512
531335	182053
869456	110315
400080	127141
54295	117698
194035	205974
401494	165624
473408	297259
722007	218258
787402	134682
963823	151462
190277	248551
220080	22223
449695	267833
46779	145153
316210	248440
725702	223139
208525	277314
540422	254976
67006	287099
142330	262083
36532	188886
460893	48410
879269	267251
393159	21059
188545	201208
320388	83911
609427	175467
321283	249080
26083	244671
316156	66795
391221	187074
781365	226489
319325	252265
717650	113840
212356	155826
566998	198136
911387	212204
119768	32576
474722	291833
933126	43347
494820	134904
501703	278673
917427	137649
879269	209819
989313	262129
904669	82122
481348	162164
926548	140918
984189	49050
38938	124657
117330	254628
592288	148548
937937	158302
534926	139953
449738	171214
959444	250324
808996	117973
293459	282439
359476	105857
466487	120295
29957	180592
795458	209188
193623	107327
94477	168796
702846	113246
602213	281076
883793	47549
936089	122214
687581	40979
193603	66658
654733	200059
577233	296085
244576	6843
363547	40243
974454	183531
793304	173264
864224	270821
722310	162243
439183	21919
768547	18642
894401	47556
833110	248440
886323	61628
481065	249566
623181	39382
202054	267574
354542	175661
573522	146132
680065	133365
580080	189907
412042	150085
855957	248706
907983	274760
519586	161600
259371	180969
663861	53369
998736	215561
882087	5686
591515	145120
318927	153717
531593	5686
305315	21879
101782	34990
875360	107656
912813	43637
3802	62647
626427	61530
307368	288878
35002	296557
416792	17774
176505	298868
679994	225840
132089	274811
436121	148589
375856	87939
837749	166013
212950	75643
769690	144145
795043	254417
413082	73041
428044	68910
374333	66658
907039	84588
166325	57378
482987	189852
985801	207142
722070	209188
934334	128102
229753	159145
26188	111161
627915	125431
797831	178235
500491	206897
213668	73474
164199	208983
888092	9397
557756	297560
830861	123275
744406	193252
897520	254421
306884	190921
774530	292816
341217	64956
149345	180592
430188	286376
644927	69788
638164	149354
85365	132026
778185	180253
272426	70777
200868	35257
328747	27959
564528	230374
19003	296106
509205	175660
728195	270111
914420	240287
885324	215469
260838	105857
944801	26119
720260	147485
4241	34624
270967	157255
621064	90084
157467	209833
962979	76204
302335	177181
357852	124734
688251	271933
233691	138938
117986	289808
752448	86079
949760	125631
13063	267574
615851	169481
670423	195486
738864	239993
533826	199651
658307	90697
450642	210547
968622	147586
669882	203734
998219	38158
632141	263773
84685	23413
586695	158804
907964	286656
134168	215561
559462	118394
281593	223810
555314	112363
655677	183166
309533	105709
296337	282650
546155	170140
818076	266131
7145	171097
447642	168917
332184	43226
265741	294216
349575	282780
503695	4706
106195	224571
716226	88965
95440	268390
548389	150985
91324	29118
537144	140472
994990	294327
939060	61257
316849	97165
796919	65271
615851	102402
214103	21527
295625	236644
275629	181255
779559	126884
617511	120579
344757	214862
817746	162662
921145	139327
808160	220470
859509	8660
402917	180188
953009	147192
429515	279929
198471	269719
810805	40202
981094	75307
706508	126925
274515	122789
441939	62464
415367	157303
95526	244859
339881	104142
875231	292567
90808	251261
948525	193849
504732	152779
999015	122340
910805	45129
458520	54774
938690	109317
746798	14945
853979	140496
415942	186888
80410	222110
270601	289433
679935	55272
143502	172919
938467	28538
889889	188766
437673	168140
478880	64018
326985	38655
353598	46846
700003	196243
514323	183800
642277	127783
250602	72740
595595	202614
592828	297259
452043	222976
279492	165294
313817	32556
245063	210424
892616	291158
391197	38375
601628	169481
498743	23360
919501	246674
543565	102785
907433	175258
822581	53369
883729	285449
852360	31278
735648	250437
767249	264669
691515	29737
579761	271128
365399	249451
444795	274236
664314	187656
866982	41102
719890	196496
525491	80219
162067	262083
34393	202712
389165	595
916028	109694
344757	75643
450342	230232
839572	105544
966684	67671
808561	111161
446230	86833
267531	62488
508551	189643
533792	106562
463044	223479
420938	101238
312067	53369
935488	258653
759981	55586
913962	26064
517029	197072
307825	236490
132096	201331
189313	85846
312850	7360
237367	274811
590753	191723
277819	256236
429061	55186
674912	283232
251157	256086
10424	166821
750374	46846
590330	142463
166188	114612
420225	196458
983698	82450
794595	66985
553854	277367
751979	224711
709202	185730
286421	258653
616054	126925
986221	16192
496332	197462
72973	42
518166	112428
420338	595
680065	109294
170623	290989
869999	116895
519586	69861
87718	105864
355448	39937
837749	28538
693633	103497
153751	12646
499877	268755
57569	72354
546923	32740
410966	79633
908183	106305
997712	199414
931946	214913
55232	268009
810038	149356
303933	228392
10623	179274
686397	270716
358658	153163
536070	153618
351645	196115
687343	104159
119407	177071
175934	179280
257868	239638
134333	35663
88544	49355
94049	292672
506107	260840
337309	140128
143910	166630
168780	103187
584868	198632
662421	207707
933761	286376
182055	105527
187070	112664
313504	28194
655919	25531
294896	32592
451928	145153
725809	190310
976309	53268
505656	76810
825548	57971
236541	274358
438127	83528
581683	30459
989949	48102
794889	12744
514601	189079
735695	299838
19801	33192
464491	120250
766315	260045
489664	13916
761752	197298
552383	173217
462568	248826
795719	116694
802244	252921
658991	291100
458531	79690
152949	223947
834959	252125
216735	220194
632330	189139
418759	229533
418798	141331
447642	168917
74140	212513
755106	180508
216029	239891
48339	238955
253296	2033
887724	110711
327542	35297
451053	128806
140447	232582
58732	234794
932822	149356
192544	5679
353635	219136
725702	218369
562069	181417
687581	21919
962075	249437
870692	101021
346871	170050
785914	47684
740053	40832
402325	35614
300193	215292
224865	203637
293210	87522
832575	143527
992148	35709
265520	116694
216636	279371
103048	208460
375808	132779
101625	181691
605433	188006
750374	139591
675591	163315
116635	24875
241684	95189
165992	144019
222258	181255
9621	166198
523228	230374
423397	231309
451966	68157
89726	280837
343130	112893
6043	239315
363706	134341
2760	205699
383629	57378
988739	130649
247238	191824
937067	224071
193527	106292
490002	66154
65785	182598
930741	255172
548939	43274
575484	29797
60712	50001
569580	243337
665168	73096
916275	50517
267168	299390
334338	231034
244429	254887
972675	270111
379283	239316
448474	197881
414527	95343
689294	233720
839394	227324
907906	52034
598142	223988
890173	35665
217484	111224
867365	277925
354025	250888
643462	54175
358235	207119
820776	95976
467593	66001
509723	59982
545071	72379
336967	11596
735004	138667
764242	59108
569022	43637
933571	139489
433668	19671
931738	192620
910208	246282
185586	298268
853530	2890
820989	7447
792976	253859
16223	202492
169518	123043
699161	137649
391507	66029
408266	224571
429102	256772
155517	264296
922730	183166
257356	278478
689294	225561
198076	180953
748943	297816
665497	297167
763489	286569
916452	220194
261380	93889
286113	132672
632512	216286
331107	201794
752341	79808
222258	121462
17723	141331
98342	122340
518390	124557
517029	168186
144316	156152
734653	124734
543565	137333
182132	260039
615088	152887
